s,n,M,M`
0,750,0,0
0.01,742.5,55.2713001816777,1.67920032518462
0.02,735,110.111920590989,3.35838854186024
0.03,727.5,164.102295626549,5.03755254180887
0.04,720,216.844491111906,6.71668021739462
0.05,712.5,267.971582048532,8.39575946185464
0.06,705,317.155449498008,10.0747781695901
0.07,697.5,364.112689840942,11.7537242364572
0.08,690,408.608480669206,13.4325855600576
0.09,682.5,450.45839737504,15.1113500400298
0.1,675,489.528307675533,16.790005578339
0.11,667.5,525.732576591526,18.4685400795683
0.12,660,559.030885665242,20.1469414512088
0.13,652.5,589.424006412014,21.8251976039495
0.14,645,616.948872329491,23.5032964519682
0.15,637.5,641.673272274211,25.1812259132204
0.16,630,663.690448117486,26.8589739097298
0.17,622.5,683.113828896058,28.5365283678775
0.18,615,700.072078939565,30.2138772186912
0.19,607.5,714.704584060383,31.8910083981342
0.2,600,727.157451609299,33.5679098473947
0.21,592.5,737.580059277044,35.2445695131736
0.22,585,746.122154901787,36.9209753479734
0.23,577.5,752.931485185044,38.5971153103857
0.24,570,758.151914417068,40.272977365379
0.25,562.5,761.921983981783,41.9485494845864
0.26,555,764.373858311029,43.6238196465921
0.27,547.5,765.632601855779,45.2987758372181
0.28,540,765.815733415577,46.9734060498108
0.29,532.5,765.033007858426,48.6476982855269
0.3,525,763.386380096886,50.3216405536184
0.31,517.5,760.970111566337,51.9952208717184
0.32,510,757.870984942796,53.6684272661252
0.33,502.5,754.168598140266,55.3412477720871
0.34,495,749.935713550185,57.0136704340857
0.35,487.5,745.23864291992,58.6856833061196
0.36,480,740.137652166884,60.3572744519871
0.37,472.5,734.687373785465,62.0284319455686
0.38,465,728.937217349793,63.6991438711086
0.39,457.5,722.931770987431,65.3693983234967
0.4,450,716.711188647329,67.0391834085489
0.41,442.5,710.31155956285,68.7084872432875
0.42,435,703.765257569735,70.3772979562209
0.43,427.5,697.101268928659,72.0456036876229
0.44,420,690.345498067396,73.7133925898111
0.45,412.5,683.52105123813,75.3806528274247
0.46,405,676.648498515602,77.0473725777022
0.47,397.5,669.746114871071,78.7135400307579
0.48,390,662.830101270167,80.3791433898578
0.49,382.5,655.914786880417,82.0441708716953
0.5,375,649.012813553455,83.7086107066658
0.51,367.5,642.135303781497,85.3724511391408
0.52,360,635.292013328904,87.035680427741
0.53,352.5,628.49146971634,88.6982868456096
0.54,345,621.741097694383,90.3602586806833
0.55,337.5,615.047332790901,92.0215842359645
0.56,330,608.415723956507,93.6822518297909
0.57,322.5,601.851026268083,95.3422497961057
0.58,315,595.357284584358,97.0015664847262
0.59,307.5,588.937908981579,98.6601902616123
0.6,300,582.595742732838,100.318109509133
0.61,292.5,576.333123532439,101.975312626335
0.62,285,570.151938607601,103.631788029206
0.63,277.5,564.053674303997,105.287524150939
0.64,270,558.039460679499,106.9425094422
0.65,262.5,552.110111592,108.596732371388
0.66,255,546.266160722343,110.250181424898
0.67,247.5,540.507893932128,111.902845107384
0.68,240,534.835378318266,113.554711942016
0.69,232.5,529.248488291567,115.205770470742
0.7,225,523.746928975016,116.856009254548
0.71,217.5,518.330257188703,118.505416873713
0.72,210,512.99790026225,120.153981928066
0.73,202.5,507.749172891907,121.801693037244
0.74,195,502.583292238082,123.448538840944
0.75,187.5,497.499391439681,125.094507999179
0.76,180,492.496531704126,126.73958919253
0.77,172.5,487.573713116123,128.3837711224
0.78,165,482.729884293991,130.02704251126
0.79,157.5,477.963951009518,131.669392102902
0.8,150,473.274783875731,133.310808662691
0.81,142.5,468.661225196531,134.951280977804
0.82,135,464.122095062773,136.590797857486
0.83,127.5,459.656196770896,138.22934813329
0.84,120,455.262321632624,139.866920659324
0.85,112.5,450.939253237398,141.503504312491
0.86,105,446.68577122306,143.139087992737
0.87,97.5,442.500654604737,144.773660623287
0.88,90,438.382684706937,146.407211150887
0.89,82.5,434.330647739335,148.039728546046
0.9,75,430.343337052725,149.671201803266
0.91,67.5,426.419555107965,151.301619941288
0.92,60,422.558115187495,152.93097200332
0.93,52.5,418.757842876031,154.559247057277
0.94,45,415.017577334444,156.186434196008
0.95,37.5,411.336172388388,157.812522537535
0.96,30,407.712497451159,159.437501225278
0.97,22.5,404.145438298272,161.061359428288
0.98,15,400.633897709568,162.684086341471
0.99,7.50000000000001,397.176795993029,164.305671185822
1,0,393.773071403126,165.926103208643
1.01,-7.50000000000001,390.421680465213,167.545371683775
1.02,-15,387.121598216343,169.163465911814
1.03,-22.5,383.871818371864,170.780375220339
1.04,-30,380.6713534262,172.39608896413
1.05,-37.5,377.519234695384,174.010596525387
1.06,-45,374.414512308171,175.623887313951
1.07,-52.5,371.356255151855,177.235950767516
1.08,-60.0000000000001,368.3435507783,178.846776351849
1.09,-67.5000000000001,365.37550527515,180.456353561003
1.1,-75.0000000000001,362.451243106674,182.064671917529
1.11,-82.5000000000001,359.569906928244,183.671720972687
1.12,-90.0000000000001,356.73065737804,185.27749030666
1.13,-97.5000000000001,353.93267284922,186.881969528756
1.14,-105,351.175149245424,188.485148277625
1.15,-112.5,348.457299722228,190.087016221454
1.16,-120,345.778354416858,191.687563058181
1.17,-127.5,343.137560168228,193.286778515693
1.18,-135,340.534180229185,194.884652352032
1.19,-142.5,337.96749397259,196.48117435559
1.2,-150,335.436796592725,198.076334345314
1.21,-157.5,332.941398803336,199.670122170901
1.22,-165,330.480626533475,201.262527712992
1.23,-172.5,328.053820622184,202.853540883372
1.23866666666667,-179,325.977565269834,204.231284916201
1.24,-180,325.660336512931,204.443151625159
1.25,-187.5,323.29954394861,206.031349912998
1.26,-195,320.970826667808,207.618125753253
1.27,-202.5,318.67358210298,209.203469184193
1.28,-210,316.407221081062,210.78737027618
1.29,-217.5,314.171167527007,212.369819131857
1.3,-225,311.964858170653,213.950805886332
1.31,-232.5,309.787742257279,215.530320707362
1.32,-240,307.639281262153,217.108353795532
1.33,-247.5,305.518948609323,218.684895384438
1.34,-255,303.42622939488,220.259935740864
1.35,-262.5,301.360620114863,221.83346516496
1.36,-270,299.321628397949,223.405473990418
1.37,-277.5,297.308772743059,224.975952584646
1.38,-285,295.32158226195,226.544891348939
1.39,-292.5,293.359596426876,228.112280718655
1.4,-300,291.422364823361,229.678111163377
1.41,-307.5,289.509446908093,231.242373187088
1.42,-315,287.620411771981,232.805057328335
1.43,-322.5,285.754837908334,234.366154160391
1.44,-330,283.91231298618,235.925654291426
1.45,-337.5,282.092433628666,237.483548364661
1.46,-345,280.294805196521,239.039827058531
1.47,-352.5,278.519041576524,240.594481086846
1.48,-360,276.764764974924,242.147501198948
1.49,-367.5,275.031605715754,243.698878179861
1.5,-375,273.319202043971,245.248602850453
1.51,-382.5,271.62719993334,246.796666067583
1.52,-390,269.955252899004,248.343058724255
1.53,-397.5,268.303021814647,249.887771749764
1.54,-405,266.670174734171,251.430796109847
1.55,-412.5,265.056386717809,252.972122806828
1.56,-420,263.461339662576,254.511742879763
1.57,-427.5,261.884722136986,256.04964740458
1.58,-435,260.326229219931,257.585827494225
1.59,-442.5,258.785562343649,259.120274298798
1.6,-450,257.262429140675,260.652979005695
1.61,-457.5,255.756543294706,262.183932839739
1.62,-465,254.267624395267,263.71312706332
1.63,-472.5,252.795397796119,265.240552976526
1.64,-480,251.339594477288,266.766201917275
1.65,-487.5,249.899950910664,268.290065261445
1.66,-495,248.476208929046,269.812134423003
1.67,-502.5,247.068115598587,271.33240085413
1.68,-510,245.675423094517,272.850856045349
1.69,-517.5,244.297888580099,274.367491525648
1.7,-525,242.935274088703,275.882298862599
1.71,-532.5,241.587346408943,277.395269662481
1.72,-540,240.253876972781,278.906395570399
1.73,-547.5,238.934641746539,280.4156682704
1.74,-555,237.629421124725,281.923079485587
1.75,-562.5,236.337999826612,283.428620978237
1.76,-570,235.060166795494,284.932284549908
1.77,-577.5,233.795715100545,286.434062041554
1.78,-585,232.544441841218,287.933945333631
1.79,-592.5,231.306148054108,289.431926346206
1.8,-600,230.080638622229,290.927997039059
1.81,-607.5,228.867722186613,292.422149411794
1.82,-615,227.667211060203,293.914375503934
1.83,-622.5,226.478921143943,295.404667395026
1.84,-630,225.302671845039,296.893017204737
1.85,-637.5,224.1382859973,298.379417092957
1.86,-645,222.985589783535,299.863859259886
1.87,-652.5,221.844412659917,301.346335946138
1.88,-660,220.714587282291,302.826839432825
1.89,-667.5,219.595949434354,304.305362041653
1.9,-675,218.488337957656,305.78189613501
1.91,-682.5,217.391594683389,307.256434116051
1.92,-690,216.305564365894,308.72896842879
1.93,-697.5,215.230094617853,310.199491558176
1.94,-705,214.165035847116,311.667996030185
1.95,-712.5,213.110241195121,313.134474411892
1.96,-720,212.065566476854,314.598919311557
1.97,-727.5,211.030870122321,316.061323378699
1.98,-735,210.00601311948,317.521679304175
1.99,-742.5,208.9908589586,318.979979820252
2,-750,207.985273578,320.436217700681
2.01,-757.5,206.989125311142,321.890385760769
2.02,-765,206.002284835032,323.342476857448
2.03,-772.5,205.024625119891,324.79248388934
2.04,-780,204.056021380081,326.240399796831
2.05,-787.5,203.09635102622,327.686217562127
2.06,-795,202.145493618485,329.129930209324
2.07,-802.5,201.203330821054,330.571530804464
2.08,-810,200.269746357656,332.011012455602
2.09,-817.5,199.344625968207,333.448368312855
2.1,-825,198.427857366498,334.883591568468
2.11,-832.5,197.519330198909,336.316675456862
2.12,-840,196.618936004114,337.747613254693
2.13,-847.5,195.726568173762,339.1763982809
2.14,-855,194.842121914104,340.603023896756
2.15,-862.5,193.96549420853,342.02748350592
2.16,-870,193.096583781012,343.449770554479
2.17,-877.5,192.235291060409,344.869878530998
2.18,-885,191.381518145624,346.287800966561
2.19,-892.5,190.535168771585,347.703531434816
2.2,-900,189.696148276033,349.117063552013
2.21,-907.5,188.864363567083,350.528390977046
2.22,-915,188.039723091559,351.937507411489
2.23,-922.5,187.222136804062,353.344406599631
2.24,-930,186.411516136762,354.749082328516
2.25,-937.5,185.607773969894,356.151528427967
2.26,-945,184.810824602942,357.551738770627
2.27,-952.5,184.020583726483,358.949707271982
2.28,-960,183.236968394689,360.345427890393
2.29,-967.5,182.459896998454,361.738894627122
2.3,-975,181.689289239145,363.130101526354
2.31,-982.5,180.925066102948,364.519042675227
2.32,-990,180.167149835803,365.905712203851
2.33,-997.5,179.415463918907,367.290104285326
2.34,-1005,178.669933044772,368.672213135766
2.35,-1012.5,177.930483093827,370.052033014314
2.36,-1020,177.197041111544,371.429558223158
2.37,-1027.5,176.469535286084,372.804783107547
2.38,-1035,175.747894926439,374.177702055802
2.39,-1042.5,175.032050441059,375.548309499332
2.4,-1050,174.321933316967,376.916599912639
2.41,-1057.5,173.617476099328,378.282567813329
2.42,-1065,172.91861237147,379.64620776212
2.43,-1072.5,172.225276735356,381.007514362846
2.44,-1080,171.537404792475,382.366482262463
2.45,-1087.5,170.854933125157,383.723106151051
2.46,-1095,170.1777992783,385.077380761814
2.47,-1102.5,169.50594174149,386.429300871082
2.48,-1110,168.839299931513,387.778861298309
2.49,-1117.5,168.177814175246,389.126056906069
2.5,-1125,167.52142569292,390.470882600052
2.51,-1132.5,166.870076581737,391.813333329058
2.52,-1140,166.22370979985,393.153404084992
2.53,-1147.5,165.582269150676,394.49108990285
2.54,-1155,164.94569926755,395.826385860714
2.55,-1162.5,164.313945598706,397.159287079739
2.56,-1170,163.686954392572,398.489788724139
2.57,-1177.5,163.064672683384,399.817886001173
2.58,-1185,162.447048277097,401.14357416113
2.59,-1192.5,161.834029737598,402.466848497311
2.6,-1200,161.225566373203,403.787704346011
2.61,-1207.5,160.621608223441,405.106137086501
2.62,-1215,160.022106046113,406.422142141002
2.63,-1222.5,159.427011304617,407.735714974667
2.64,-1230,158.836276155543,409.046851095556
2.65,-1237.5,158.249853436512,410.355546054609
2.66,-1245,157.667696654284,411.661795445621
2.67,-1252.5,157.089759973091,412.965594905215
2.68,-1260,156.515998203224,414.266940112809
2.69,-1267.5,155.946366789845,415.56582679059
2.7,-1275,155.380821802032,416.862250703478
2.71,-1282.5,154.819319922041,418.156207659097
2.72,-1290,154.26181843479,419.447693507737
2.73,-1297.5,153.708275217559,420.736704142321
2.74,-1305,153.158648729883,422.023235498364
2.75,-1312.5,152.612898003667,423.307283553939
2.76,-1320,152.070982633483,424.588844329635
2.77,-1327.5,151.532862767072,425.867913888519
2.78,-1335,150.998499096026,427.144488336088
2.79,-1342.5,150.467852846663,428.418563820232
2.8,-1350,149.940885771077,429.690136531187
2.81,-1357.5,149.417560138367,430.959202701486
2.82,-1365,148.897838726036,432.225758605918
2.83,-1372.5,148.381684811563,433.489800561476
2.84,-1380,147.86906216414,434.751324927307
2.85,-1387.5,147.359935036563,436.010328104664
2.86,-1395,146.854268157286,437.266806536852
2.87,-1402.5,146.352026722632,438.520756709175
2.88,-1410,145.85317638915,439.772175148883
2.89,-1417.5,145.357683266119,441.021058425118
2.9,-1425,144.865513908199,442.267403148852
2.91,-1432.5,144.376635308222,443.511205972835
2.92,-1440,143.891014890119,444.752463591533
2.93,-1447.5,143.408620501985,445.991172741069
2.94,-1455,142.929420409274,447.227330199163
2.95,-1462.5,142.453383288121,448.460932785066
2.96,-1470,141.980478218795,449.691977359501
2.97,-1477.5,141.510674679271,450.920460824597
2.98,-1485,141.043942538925,452.146380123822
2.99,-1492.5,140.580252052347,453.369732241917
3,-1500,140.119573853269,454.590514204829
3.01,-1507.5,139.661878948607,455.808723079643
3.02,-1515,139.207138712611,457.02435597451
3.03,-1522.5,138.75532488113,458.237410038576
3.04,-1530,138.306409545974,459.447882461912
3.05,-1537.5,137.860365149386,460.655770475439
3.06,-1545,137.417164478616,461.861071350856
3.07,-1552.5,136.97678066059,463.063782400562
3.08,-1560,136.539187156679,464.263900977582
3.09,-1567.5,136.104357757566,465.46142447549
3.1,-1575,135.672266578199,466.656350328329
3.11,-1582.5,135.242888052844,467.848676010533
3.12,-1590,134.816196930222,469.038399036848
3.13,-1597.5,134.392168268735,470.225516962248
3.14,-1605,133.970777431776,471.410027381854
3.15,-1612.5,133.55200008313,472.591927930854
3.16,-1620,133.135812182445,473.771216284415
3.17,-1627.5,132.722189980798,474.947890157598
3.18,-1635,132.311110016327,476.121947305276
3.19,-1642.5,131.90254910995,477.293385522044
3.2,-1650,131.496484361153,478.46220264213
3.21,-1657.5,131.092893143858,479.62839653931
3.22,-1665,130.691753102358,480.791965126817
3.23,-1672.5,130.293042147328,481.95290635725
3.24,-1680,129.896738451903,483.111218222481
3.25,-1687.5,129.502820447826,484.266898753566
3.26,-1695,129.11126682166,485.419946020652
3.27,-1702.5,128.72205651107,486.570358132878
3.28,-1710,128.33516870117,487.718133238286
3.29,-1717.5,127.950582820923,488.863269523722
3.3,-1725,127.568278539619,490.005765214742
3.31,-1732.5,127.188235763397,491.145618575511
3.32,-1740,126.810434631841,492.282827908708
3.33,-1747.5,126.434855514622,493.417391555426
3.34,-1755,126.061479008207,494.549307895071
3.35,-1762.5,125.690285932617,495.678575345265
3.36,-1770,125.321257328245,496.805192361739
3.37,-1777.5,124.954374452719,497.929157438237
3.38,-1785,124.589618777835,499.050469106407
3.39,-1792.5,124.22697198652,500.169125935703
3.4,-1800,123.866415969862,501.285126533278
3.41,-1807.5,123.507932824185,502.398469543876
3.42,-1815,123.151504848168,503.509153649732
3.43,-1822.5,122.797114540022,504.617177570461
3.44,-1830,122.4447445947,505.722540062952
3.45,-1837.5,122.094377901168,506.825239921258
3.46,-1845,121.745997539712,507.925275976491
3.47,-1852.5,121.399586779289,509.022647096711
3.48,-1860,121.055129074926,510.117352186814
3.49,-1867.5,120.712608065159,511.209390188422
3.5,-1875,120.372007569517,512.298760079772
3.51,-1882.5,120.033311586038,513.385460875606
3.52,-1890,119.696504288839,514.469491627054
3.53,-1897.5,119.361570025712,515.550851421521
3.54,-1905,119.028493315769,516.629539382577
3.55,-1912.5,118.697258847121,517.705554669839
3.56,-1920,118.367851474591,518.778896478855
3.57,-1927.5,118.040256217469,519.84956404099
3.58,-1935,117.714458257303,520.917556623307
3.59,-1942.5,117.390442935719,521.982873528455
3.6,-1950,117.068195752285,523.045514094545
3.61,-1957.5,116.747702362399,524.105477695033
3.62,-1965,116.428948575218,525.162763738606
3.63,-1972.5,116.111920351617,526.217371669056
3.64,-1980,115.796603802182,527.269300965163
3.65,-1987.5,115.482985185228,528.318551140577
3.66,-1995,115.171050904857,529.36512174369
3.67,-2002.5,114.860787509044,530.409012357521
3.68,-2010,114.552181687746,531.450222599591
3.69,-2017.5,114.24522027105,532.488752121801
3.7,-2025,113.939890227342,533.524600610306
3.71,-2032.5,113.636178661514,534.557767785396
3.72,-2040,113.334072813185,535.588253401369
3.73,-2047.5,113.033560054962,536.616057246406
3.74,-2055,112.734627890724,537.641179142448
3.75,-2062.5,112.437263953926,538.663618945066
3.76,-2070,112.141456005938,539.683376543342
3.77,-2077.5,111.847191934406,540.700451859736
3.78,-2085,111.554459751634,541.714844849961
3.79,-2092.5,111.263247592997,542.726555502857
3.8,-2100,110.973543715377,543.735583840263
3.81,-2107.5,110.685336495616,544.741929916885
3.82,-2115,110.398614429,545.745593820174
3.83,-2122.5,110.113366127762,546.746575670189
3.84,-2130,109.829580319612,547.744875619477
3.85,-2137.5,109.54724584628,548.740493852933
3.86,-2145,109.266351662091,549.733430587676
3.87,-2152.5,108.986886832554,550.723686072919
3.88,-2160,108.708840532976,551.711260589834
3.89,-2167.5,108.432202047093,552.696154451423
3.9,-2175,108.156960765728,553.678368002387
3.91,-2182.5,107.883106185459,554.65790161899
3.92,-2190,107.610627907315,555.634755708935
3.93,-2197.5,107.339515635488,556.60893071122
3.94,-2205,107.069759176062,557.580427096016
3.95,-2212.5,106.801348435766,558.549245364525
3.96,-2220,106.534273420738,559.515386048851
3.97,-2227.5,106.268524235314,560.478849711866
3.98,-2235,106.004091080829,561.439636947074
3.99,-2242.5,105.740964254439,562.397748378478
4,-2250,105.479134147961,563.353184660443
4.01,-2257.5,105.218591246723,564.305946477564
4.02,-2265,104.959326128438,565.256034544529
4.03,-2272.5,104.701329462092,566.203449605983
4.04,-2280,104.444592006844,567.148192436393
